BOOT
frequency=50Hz
3xAD7177 test start
{text}b1_nT,b2_nT,b3_nT,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,stm32_roll_deg,stm32_pitch_deg,vertical_raw_nT,vertical_corr_nT
{plotter}19744.640625,13911.237305,-27905.011719,0.057129,-0.000366,0.475830,-0.076336,0.137405,-0.030534,-0.410197,-6.678320,-25517.675781,-25515.458984
{plotter}19742.156250,13909.976562,-27907.759766,0.052490,-0.001831,0.475220,0.045802,0.076336,0.045802,-0.401824,-6.661694,-25525.328125,-25514.814453
{plotter}19743.816406,13916.125977,-27910.492188,0.054810,-0.003906,0.476562,-0.061069,-0.152672,-0.030534,-0.405707,-6.660621,-25529.242188,-25514.476562
{plotter}19748.910156,13915.038086,-27912.437500,0.057861,-0.005615,0.480347,-0.045802,0.030534,0.000000,-0.417199,-6.668232,-25530.269531,-25514.226562
{plotter}19746.572266,13908.209961,-27911.824219,0.057495,-0.003296,0.476318,-0.076336,0.244275,0.015267,-0.417944,-6.671839,-25528.625000,-25513.865234
{plotter}19746.375000,13916.705078,-27909.750000,0.055542,-0.003418,0.476440,0.000000,0.137405,0.015267,-0.417717,-6.668107,-25528.082031,-25513.478516
{plotter}19742.800781,13914.905273,-27904.021484,0.064575,-0.005005,0.476562,0.015267,-0.198473,-0.045802,-0.424669,-6.713934,-25506.152344,-25511.515625
{plotter}19751.847656,13911.645508,-27904.757812,0.059692,-0.003174,0.476196,0.030534,0.030534,-0.030534,-0.422293,-6.730490,-25498.623047,-25509.091797
{plotter}19748.705078,13914.291992,-27911.134766,0.055542,-0.005737,0.474731,0.015267,0.061069,-0.015267,-0.432776,-6.726886,-25509.273438,-25507.542969
{plotter}19746.767578,13918.166016,-27905.544922,0.054688,-0.000732,0.476074,0.061069,0.030534,0.030534,-0.417856,-6.719246,-25503.486328,-25505.644531
{plotter}19744.582031,13918.781250,-27907.533203,0.052856,-0.001587,0.478394,-0.045802,-0.015267,0.000000,-0.409671,-6.702907,-25510.298828,-25504.328125
{plotter}19748.189453,13914.034180,-27902.507812,0.054565,-0.005005,0.476685,0.000000,-0.106870,-0.076336,-0.417189,-6.698054,-25508.578125,-25502.951172
{plotter}19740.392578,13933.190430,-27907.992188,0.078125,0.006348,0.474487,-0.030534,-0.152672,-1.282443,-0.367742,-6.807269,-25459.650391,-25498.093750
{plotter}19684.394531,14010.081055,-27912.228516,0.094727,0.010376,0.487549,0.259542,0.717557,-16.290077,-0.308528,-6.834939,-25445.734375,-25492.445312
{plotter}19663.117188,14077.424805,-27905.085938,0.076172,-0.027222,0.474731,0.030534,0.763359,-2.564885,-0.331334,-6.842628,-25443.968750,-25486.925781
{plotter}19676.359375,14042.201172,-27898.138672,-0.010132,-0.048706,0.479004,-0.106870,-0.274809,3.358779,-0.396547,-6.767713,-25480.843750,-25484.339844
{plotter}19687.158203,14033.614258,-27901.183594,0.187500,0.007812,0.522095,2.351145,16.412214,0.244275,-0.349865,-6.439371,-25601.843750,-25490.660156
{plotter}19840.695312,13976.980469,-27659.619141,0.036255,0.001099,0.495605,6.702290,48.671757,1.740458,-0.214386,-5.444121,-25704.337891,-25504.136719
{plotter}20720.689453,13950.346680,-27386.082031,0.042969,-0.032959,0.502197,7.877862,46.167938,-6.549618,-0.075589,-4.516296,-25687.769531,-25515.765625
{plotter}21166.673828,13936.403320,-27132.669922,0.031128,0.008057,0.552368,13.282443,65.328247,-7.389313,0.199921,-3.209557,-25856.312500,-25538.744141
{plotter}21879.310547,13912.873047,-26744.648438,-0.063232,0.068481,0.553467,11.496183,118.351143,-10.687023,0.436916,-0.841651,-26313.515625,-25591.421875
{plotter}22885.892578,13950.965820,-26090.839844,-0.166382,-0.030151,0.538208,2.793893,93.511452,3.526718,0.492912,1.027853,-26376.214844,-25641.939453
{plotter}23725.953125,13749.657227,-25043.552734,-0.079712,0.004639,0.461304,40.519085,66.442749,2.381679,1.306173,2.443172,-25712.548828,-25641.218750
{plotter}24894.917969,13391.014648,-24729.472656,-0.128174,0.057007,0.444824,41.847328,65.603050,8.580153,2.212481,3.883229,-25824.490234,-25647.046875
{plotter}25455.099609,13073.019531,-24381.001953,-0.181396,0.054199,0.451050,25.022902,59.984734,15.679389,2.785340,5.244151,-25944.246094,-25658.964844
{plotter}25999.119141,12839.258789,-24015.023438,-0.153442,0.074219,0.464111,9.587787,66.290077,12.091603,3.068838,6.682045,-26160.242188,-25681.857422
{plotter}26590.732422,12717.601562,-23558.919922,-0.164795,0.050781,0.417358,10.167939,75.175575,16.778625,3.357717,8.286462,-26368.171875,-25714.574219
{plotter}27227.744141,12388.767578,-22521.794922,-0.195312,0.077026,0.395020,13.038168,68.061066,17.618320,3.742558,9.759912,-25967.189453,-25715.037109
{plotter}28217.664062,12270.521484,-22128.212891,-0.227295,0.052368,0.395874,3.893130,40.152672,9.297709,3.894945,10.731252,-26126.281250,-25724.634766
{plotter}28451.687500,12280.586914,-21857.023438,-0.248901,0.081421,0.416504,-13.022901,23.282442,0.030534,3.703373,11.389407,-26222.796875,-25738.980469
{plotter}28626.832031,12466.041016,-21625.564453,-0.239136,0.095581,0.424316,-45.435116,28.274809,-2.244275,2.869200,12.123385,-26518.812500,-25771.132812
{plotter}28827.353516,12855.618164,-21289.828125,-0.263550,0.037598,0.371338,-62.916031,18.839695,-1.083969,1.630906,12.704021,-26742.853516,-25814.589844
{plotter}28926.033203,13829.623047,-20889.621094,-0.264526,-0.053955,0.344482,-73.664124,-36.671757,0.564885,0.100272,12.129990,-26477.769531,-25835.033203
{plotter}27990.410156,14244.538086,-21319.017578,-0.195312,-0.084595,0.344482,-66.305344,-122.748093,12.824428,-1.171968,9.678147,-26003.966797,-25823.869141
{plotter}26803.972656,14420.908203,-22290.507812,-0.098999,0.000122,0.455322,-57.175571,-196.381683,32.305344,-2.200334,5.798885,-25419.119141,-25778.191406
{plotter}25256.074219,14552.040039,-23559.240234,-0.013184,0.026367,0.586426,-46.793892,-200.854965,8.061069,-3.113165,1.795414,-25094.123047,-25717.998047
{plotter}23731.125000,14812.666016,-24735.804688,-0.028320,-0.035645,0.556641,-39.328243,-133.267181,-8.473283,-3.899789,-0.874683,-25320.703125,-25680.166016
{plotter}22585.126953,15471.011719,-26062.935547,-0.067139,-0.123291,0.419067,-39.984734,-109.755722,4.381680,-4.796252,-2.987730,-26051.000000,-25697.544922
{plotter}20475.835938,15686.607422,-26664.496094,0.073853,-0.094604,0.412964,-34.213741,-134.732819,10.809160,-5.561130,-5.690884,-25890.443359,-25704.228516
{plotter}19330.703125,15862.129883,-27274.396484,0.117188,-0.089844,0.445801,-18.549618,-117.480919,2.870229,-6.024585,-8.109773,-25773.693359,-25704.091797
{plotter}18362.408203,15932.459961,-27797.166016,0.201416,-0.172119,0.249390,9.984733,-65.083969,-6.320611,-5.826244,-9.417416,-25871.847656,-25711.626953
{plotter}17813.859375,15749.776367,-28178.453125,0.079834,0.005249,0.541748,35.221375,-90.549622,34.183205,-5.255533,-11.150392,-25500.783203,-25693.757812
{plotter}17054.740234,14804.041016,-29237.226562,0.210083,-0.075562,0.414429,36.885498,-86.595421,2.106870,-4.604935,-13.024152,-25707.632812,-25695.435547
{plotter}15484.548828,14346.890625,-29716.914062,0.171143,-0.099609,0.407104,42.687023,-74.519081,14.809160,-3.924781,-14.567495,-25749.875000,-25701.181641
{plotter}14962.638672,13688.881836,-30142.544922,0.222534,-0.058716,0.462646,63.221375,-50.152672,25.984734,-2.838172,-15.615965,-25619.328125,-25699.160156
{plotter}14734.000977,12880.503906,-30501.720703,0.257690,-0.042236,0.472778,72.641220,-13.404580,27.374046,-1.551488,-15.917565,-25615.958984,-25698.460938
{plotter}14847.467773,11996.922852,-30726.169922,0.223877,0.006592,0.450317,94.916031,30.351145,15.587787,0.281215,-15.399609,-25623.152344,-25698.865234
{plotter}15207.271484,9953.251953,-30882.734375,0.218018,0.139648,0.554565,93.740456,47.251907,19.374046,2.047422,-14.462713,-25742.638672,-25710.095703
{plotter}16482.486328,8882.072266,-30802.591797,0.197388,0.093994,0.499756,94.900764,73.419846,32.656490,3.797097,-13.054542,-25644.609375,-25714.406250
{plotter}17502.240234,7802.809570,-30549.394531,0.180298,0.086426,0.445923,95.145035,102.198471,25.923664,5.621321,-11.146742,-25695.480469,-25721.496094
{plotter}18857.912109,6775.120117,-30094.583984,0.198853,0.105835,0.456299,96.137405,168.412216,2.595420,7.526928,-7.903906,-26079.593750,-25752.111328
{plotter}20793.806641,5925.907227,-29243.806641,-0.009399,0.186279,0.479614,64.885498,227.053436,2.091603,8.857592,-3.353225,-26718.416016,-25820.312500
{plotter}22916.013672,5406.907227,-26777.347656,-0.065796,0.166260,0.473633,26.198473,183.450378,1.664122,9.452579,0.352786,-25666.392578,-25807.138672
{plotter}25644.253906,5178.178711,-25847.628906,-0.127808,0.192749,0.468750,5.862596,107.694656,-6.610687,9.655263,2.586319,-25745.121094,-25798.806641
{plotter}26197.230469,5333.879883,-25304.144531,-0.142700,0.182983,0.493774,-7.587786,53.511452,-22.183207,9.526159,3.760728,-25738.896484,-25790.183594
{plotter}26594.667969,5632.788574,-24934.027344,-0.141724,0.199829,0.483154,-18.152672,51.832062,-22.946566,9.192274,4.904895,-25901.050781,-25792.224609
{plotter}27033.611328,5996.813477,-24544.412109,-0.112427,0.217407,0.454102,-29.297710,58.595421,-17.938931,8.704646,6.175406,-26126.695312,-25807.808594
{plotter}27475.658203,6406.403320,-23717.076172,-0.136475,0.158325,0.438477,-53.862595,39.847328,-9.725191,7.725189,7.094088,-25860.562500,-25802.693359
{plotter}27763.935547,7566.422363,-23545.396484,-0.133789,0.110840,0.436646,-74.595421,-2.687023,-10.091603,6.270154,7.159970,-25862.605469,-25797.283203
{plotter}27431.992188,8395.166016,-23632.318359,-0.178345,0.107666,0.474976,-95.251907,-47.603054,-30.427481,4.325287,6.357545,-25828.447266,-25790.191406
{plotter}26833.521484,9487.463867,-23896.291016,-0.168457,0.062744,0.516724,-115.786263,-75.908394,-39.603054,1.931983,4.924695,-25779.429688,-25780.845703
{plotter}26076.417969,10641.046875,-24254.175781,-0.049438,-0.006958,0.462646,-99.511452,-85.862595,-34.412212,-0.136876,3.230649,-25710.492188,-25768.009766
{plotter}25266.867188,11673.245117,-25049.560547,-0.032227,-0.056274,0.448120,-81.786263,-91.450378,-34.274811,-1.858525,1.397824,-26023.767578,-25778.599609
{plotter}23485.916016,13237.632812,-25526.755859,0.006226,-0.055542,0.470947,-52.000000,-97.114502,-17.236641,-2.949002,-0.578310,-25935.605469,-25781.703125
{plotter}22677.734375,13428.445312,-26030.617188,0.039429,-0.058838,0.445435,-9.603053,-89.572517,4.763359,-3.183904,-2.398725,-25763.699219,-25773.529297
{plotter}21842.906250,13397.621094,-26575.148438,0.034912,-0.048218,0.425293,-4.778626,-107.236641,6.717557,-3.313565,-4.544909,-25488.406250,-25747.826172
{plotter}20725.228516,13400.741211,-27214.029297,0.095947,-0.047119,0.450317,-19.801527,-135.908401,0.763359,-3.754169,-7.328583,-25160.353516,-25702.449219
{plotter}19458.656250,13520.037109,-28551.777344,0.109741,-0.053833,0.496338,-12.641221,-127.786263,2.030534,-4.058414,-9.914783,-25646.943359,-25696.544922
{plotter}17397.250000,13395.935547,-29091.498047,0.151978,-0.088257,0.461548,19.496183,-89.465652,7.374046,-3.785212,-11.769726,-25734.818359,-25697.861328
{plotter}16877.087891,12812.361328,-29534.267578,0.189453,-0.083008,0.413452,73.908394,-48.183205,8.809160,-2.424886,-12.842809,-25546.777344,-25687.087891
{plotter}16707.931641,11855.296875,-29916.525391,0.229492,0.015747,0.470215,94.534348,-6.641222,23.099237,-0.615736,-13.045837,-25495.316406,-25674.599609
{plotter}16897.945312,10833.728516,-30130.830078,0.219116,0.060303,0.482178,72.946564,27.694656,42.610687,0.686743,-12.550319,-25610.140625,-25672.226562
{plotter}17413.802734,9940.283203,-29947.388672,0.163452,0.045532,0.424316,64.763359,77.587784,44.748093,1.834507,-11.094855,-25709.335938,-25677.003906
{plotter}19453.185547,8151.732422,-29557.621094,0.098877,0.041748,0.410889,77.923668,121.709923,51.404579,3.214633,-8.720898,-25768.570312,-25687.400391
{plotter}20984.855469,7136.032715,-28925.982422,0.093872,0.083740,0.465820,72.473282,170.000000,52.763359,4.573492,-5.427005,-26153.472656,-25722.134766
{plotter}22837.240234,6257.227051,-27959.138672,-0.019653,0.080688,0.482300,55.236641,212.396942,22.351145,5.679837,-1.161227,-26734.195312,-25791.625000
{plotter}24806.833984,5743.153320,-26672.232422,-0.154053,0.098022,0.491821,30.030535,207.465652,-17.740458,6.314782,3.111306,-27186.972656,-25883.355469
{plotter}26539.628906,5644.664551,-24012.830078,-0.164185,0.127441,0.448486,28.671755,157.480911,-35.007633,6.949499,6.479292,-26000.392578,-25882.052734
{plotter}28689.503906,5866.899902,-23065.574219,-0.177856,0.154053,0.440430,17.282442,92.381676,-32.152672,7.348498,8.525881,-26134.609375,-25887.314453
{plotter}29093.570312,6083.324707,-22522.650391,-0.183350,0.156006,0.472534,-4.000000,34.351147,-26.458015,7.256233,9.339153,-26009.197266,-25882.578125
{plotter}29268.730469,6342.241211,-22273.210938,-0.190552,0.182739,0.491699,-7.511450,26.106871,-26.061069,7.029242,9.922115,-26053.910156,-25880.736328
{plotter}29463.392578,6665.927246,-22050.308594,-0.269043,0.119507,0.468262,-19.404581,41.328243,-36.519085,6.526201,10.829152,-26308.763672,-25895.730469
{plotter}29729.357422,7139.327148,-21346.435547,-0.248047,0.118286,0.419678,-23.129770,45.786259,-52.106869,5.947415,12.020141,-26233.798828,-25903.039062
{plotter}30117.830078,8468.375000,-21017.310547,-0.250000,0.081543,0.371094,-40.916031,22.473282,-54.061069,4.950008,12.753798,-26358.509766,-25917.115234
{plotter}29971.283203,9244.380859,-20904.720703,-0.195923,0.080200,0.390137,-52.061069,-24.366413,-49.297710,3.726067,12.442187,-26241.394531,-25921.658203
{plotter}29569.228516,10019.553711,-21085.376953,-0.221558,0.086914,0.459229,-56.458015,-60.320610,-49.175571,2.421543,11.381915,-26072.656250,-25914.466797
{plotter}28965.998047,10816.396484,-21460.367188,-0.221802,0.046997,0.464600,-57.450382,-69.099236,-56.946564,1.069993,10.134513,-26019.865234,-25904.736328
{plotter}28314.394531,11675.143555,-22245.923828,-0.176636,0.025391,0.403687,-56.366413,-60.305344,-49.190838,-0.208371,9.031098,-26456.460938,-25927.033203
{plotter}27166.664062,13120.141602,-22561.197266,-0.105225,-0.026367,0.364502,-45.114502,-60.305344,-22.000000,-1.173676,7.819930,-26309.246094,-25938.289062
{plotter}26588.603516,13440.999023,-22941.738281,-0.103271,-0.066895,0.375366,-23.938931,-83.938934,3.618321,-1.638569,6.143640,-26028.332031,-25930.035156
{plotter}25777.757812,13518.040039,-23542.513672,-0.043091,-0.025269,0.510742,-18.274809,-121.343513,4.137404,-1.999368,3.711013,-25617.925781,-25894.712891
{plotter}24761.607422,13580.183594,-24319.785156,-0.048584,-0.084595,0.540039,-24.549618,-130.290070,11.832061,-2.498169,1.121526,-25368.490234,-25845.177734
{plotter}23675.708984,13627.800781,-25969.474609,-0.040161,-0.048462,0.505127,8.671756,-133.236649,-0.717557,-2.349144,-1.513335,-25871.726562,-25836.523438
{plotter}21506.761719,13313.552734,-26772.931641,0.024536,-0.027832,0.515625,32.870228,-102.900764,-9.603053,-1.691724,-3.585108,-25756.318359,-25822.279297
{plotter}20883.001953,12947.967773,-27358.802734,0.047241,-0.058838,0.473511,44.702290,-53.129772,8.244275,-0.865012,-4.664493,-25761.683594,-25810.298828
{plotter}20560.195312,12406.084961,-27748.337891,0.080078,-0.033569,0.451538,53.755726,-30.473282,23.862595,0.136644,-5.321204,-25692.482422,-25794.845703
{plotter}20424.335938,11704.585938,-28048.482422,0.114990,0.009033,0.467651,79.114502,-11.435115,47.404579,1.637695,-5.649035,-25557.517578,-25771.263672
{plotter}20490.472656,10683.828125,-28446.818359,0.109253,0.050171,0.460327,98.625954,12.931297,59.419846,3.537662,-5.520406,-25633.552734,-25755.101562
{plotter}21201.626953,8195.195312,-28443.742188,0.072998,0.116455,0.437500,92.748093,37.633587,44.977100,5.408993,-4.874632,-25643.316406,-25741.501953
{plotter}21849.361328,7244.388184,-28253.191406,0.039307,0.077515,0.444214,80.549622,77.312981,22.748091,7.013216,-3.387830,-25818.640625,-25740.750000
{plotter}22805.916016,6442.529785,-27810.943359,0.009888,0.148682,0.466797,69.786263,114.213737,-0.488550,8.503081,-1.101764,-26109.207031,-25759.548828
{plotter}23953.310547,5971.815430,-27131.074219,-0.060059,0.175293,0.462036,28.351145,145.633591,-24.381680,9.184354,1.926182,-26620.601562,-25811.818359
{plotter}25222.218750,5950.148926,-25267.523438,-0.126099,0.186157,0.416504,12.641221,135.938934,-15.709924,9.587196,4.793862,-25947.791016,-25810.771484
{plotter}26376.197266,6016.312012,-24329.251953,-0.133545,0.167847,0.479980,7.633588,134.442749,-1.740458,9.841767,7.509680,-26193.275391,-25825.136719
{plotter}28439.582031,6096.002930,-23358.857422,-0.219604,0.131836,0.446899,-12.137404,108.931297,-0.229008,9.698770,9.785839,-26511.697266,-25858.628906
{plotter}29095.441406,6332.154785,-22593.572266,-0.256226,0.174194,0.465698,-32.503819,71.328247,-20.519083,9.016555,11.260118,-26592.859375,-25894.224609
{plotter}29550.435547,6893.614746,-22007.470703,-0.283691,0.204102,0.495117,-55.694656,67.694656,-50.335876,7.732851,12.746117,-26884.992188,-25946.480469
{plotter}30002.882812,7762.219727,-20746.515625,-0.296387,0.071045,0.417480,-45.832062,75.557251,-44.519085,6.659150,14.511482,-26595.681641,-25972.779297
{plotter}30457.505859,9002.625000,-20259.529297,-0.218750,0.087769,0.363281,-24.213741,36.702290,-25.877863,6.096802,15.394528,-26585.675781,-25995.298828
{plotter}30595.789062,9448.176758,-20125.880859,-0.213257,0.092529,0.397705,-51.923664,-25.572519,-20.137405,4.996451,15.040381,-26507.484375,-26010.228516
{plotter}30144.798828,10002.573242,-20384.808594,-0.210571,0.056641,0.452148,-72.839691,-77.725189,-10.549619,3.474418,13.593163,-26273.003906,-26008.285156
{plotter}29478.544922,10556.220703,-20920.791016,-0.248169,0.075562,0.474609,-68.244278,-93.022903,-16.870230,2.034527,11.808597,-26130.871094,-25997.599609
{plotter}28746.185547,11164.171875,-22101.587891,-0.235962,-0.003418,0.411133,-63.877861,-93.129768,-32.015266,0.601975,10.139016,-26700.171875,-26029.277344
{plotter}27926.208984,12554.551758,-22823.515625,-0.097046,-0.039185,0.432495,-49.175571,-121.832062,-39.664124,-0.549518,7.722166,-26487.244141,-26045.638672
{plotter}25659.882812,13052.960938,-23696.132812,-0.061768,-0.055908,0.416626,-21.526718,-143.221375,-32.534351,-1.083176,4.852982,-26023.638672,-26031.417969
{plotter}24309.085938,13278.218750,-24686.746094,-0.042969,0.006226,0.468750,-7.633588,-155.618317,-17.419847,-1.233920,1.738918,-25693.125000,-25997.058594
{plotter}22966.136719,13385.856445,-25676.542969,-0.014038,-0.014771,0.486816,2.717557,-130.458008,-14.641221,-1.186416,-0.876194,-25593.966797,-25959.707031
{plotter}21867.398438,13368.007812,-27169.898438,0.009155,-0.027588,0.468384,25.083969,-101.038170,8.854961,-0.713538,-2.895866,-26194.601562,-25969.812500
{plotter}21017.607422,12507.523438,-27748.810547,0.028809,-0.010010,0.448853,48.198475,-71.923668,22.564886,0.216860,-4.338509,-26031.933594,-25969.832031
{plotter}19779.123047,11865.621094,-28264.707031,0.041382,0.013184,0.349243,57.083969,-73.480919,20.320610,1.324141,-5.813231,-25835.707031,-25957.886719
{plotter}19170.392578,11056.325195,-28814.226562,0.187744,0.008911,0.379517,77.297707,-61.374046,37.557251,2.789848,-7.165615,-25630.082031,-25933.789062
{plotter}18980.191406,10039.599609,-29232.400391,0.151855,0.068115,0.471069,71.404579,3.969466,53.496181,4.130589,-7.247963,-25811.507812,-25924.771484
{plotter}19324.158203,9092.667969,-29152.492188,0.096924,0.091187,0.534668,45.877861,55.801525,55.679390,4.922692,-6.231865,-26000.000000,-25929.181641
{plotter}20045.984375,7516.252441,-28698.453125,0.138550,0.052612,0.466553,50.977100,115.389313,61.236641,5.826389,-4.150735,-26263.365234,-25950.683594
{plotter}23156.128906,6441.053223,-27778.515625,-0.010376,0.133545,0.434692,84.045799,200.122131,70.198471,7.533125,-0.293360,-26575.435547,-25989.599609
{plotter}25096.953125,5280.092285,-26521.572266,-0.103271,0.120483,0.452515,70.732826,200.961838,77.404579,9.080232,3.584545,-26875.412109,-26044.119141
{plotter}26647.132812,4352.621582,-25229.126953,-0.197021,0.137085,0.498535,46.442749,144.091599,26.793894,10.096568,6.336311,-26869.191406,-26091.832031
{plotter}27707.121094,3944.841797,-23325.419922,-0.194580,0.214478,0.528320,23.816793,114.916031,-30.274809,10.548609,8.705646,-26146.871094,-26082.529297
{plotter}28637.650391,4306.932129,-22359.613281,-0.224121,0.181030,0.462280,8.442748,137.557251,-40.870228,10.701446,11.617532,-26504.246094,-26096.865234
{plotter}30577.603516,4692.334961,-21266.189453,-0.271484,0.181274,0.416138,-3.267176,117.725189,-34.748093,10.642943,14.168021,-26908.714844,-26135.316406
{plotter}31232.013672,5084.699219,-20344.472656,-0.268799,0.166870,0.415283,-16.839695,69.083969,-33.801525,10.259762,15.758636,-26877.296875,-26167.148438
